listing_id,neighborhood,room_type,stay_nights
76220,Bronx,Private room,3.79
52773,Bronx,Entire home,3.87
29143,Brooklyn,Entire home,3.09
59459,Brooklyn,Entire home,3.12
39680,Bronx,Entire home,3.22
73179,Bronx,Entire home,4.25
27143,Staten Island,Entire home,5.83
72258,Manhattan,Shared room,2.78
72371,Bronx,Entire home,2.19
75141,Staten Island,Entire home,4.43
79265,Brooklyn,Entire home,5.07
37822,Manhattan,Private room,1.65
77544,Brooklyn,Shared room,2.75
14124,Brooklyn,Private room,3.12
97607,Manhattan,Private room,7.16
29758,Staten Island,Private room,4.05
23768,Brooklyn,Entire home,2.26
42681,Queens,Shared room,4.79
75403,Staten Island,Entire home,5.18
25672,Bronx,Private room,3.75
8362,Brooklyn,Private room,4.0
3612,Staten Island,Entire home,2.81
18103,Queens,Private room,5.9
43413,Manhattan,Entire home,1
15538,Staten Island,Private room,1.19
10506,Queens,Private room,2.11
45113,Queens,Entire home,1.67
21644,Bronx,Private room,6.31
23833,Staten Island,Private room,2.79
81440,Queens,Entire home,3.18
41215,Queens,Entire home,3.68
96529,Manhattan,Shared room,3.92
75381,Manhattan,Entire home,3.71
42709,Staten Island,Entire home,1
19434,Queens,Private room,1.62
32194,Queens,Shared room,4.04
12629,Queens,Entire home,9.03
35761,Brooklyn,Entire home,6.25
15160,Manhattan,Entire home,5.3
58438,Bronx,Shared room,3.81
50638,Queens,Private room,1.95
14294,Bronx,Private room,1
30567,Brooklyn,Entire home,2.52
5379,Queens,Entire home,4.42
45801,Brooklyn,Private room,4.44
22090,Manhattan,Private room,4.21
78860,Staten Island,Private room,2.97
93340,Manhattan,Entire home,2.55
57911,Brooklyn,Entire home,1.69
44397,Brooklyn,Shared room,1
96679,Staten Island,Entire home,6.21
37899,Queens,Entire home,7.6
65349,Brooklyn,Entire home,5.5
1500,Bronx,Entire home,6.07
63957,Brooklyn,Entire home,1.37
28125,Brooklyn,Private room,5.74
16139,Queens,Private room,3.17
62727,Bronx,Private room,3.23
51793,Brooklyn,Entire home,8.07
50996,Queens,Entire home,7.09
35524,Brooklyn,Private room,4.1
74956,Manhattan,Entire home,4.13
88574,Queens,Private room,2.65
55262,Staten Island,Entire home,6.79
69495,Bronx,Shared room,3.05
91055,Bronx,Private room,3.65
52747,Manhattan,Private room,5.18
68740,Staten Island,Private room,2.76
59856,Brooklyn,Shared room,1.98
22910,Brooklyn,Private room,4.97
90538,Bronx,Entire home,6.37
83211,Brooklyn,Private room,3.28
9783,Manhattan,Entire home,9.99
53082,Staten Island,Entire home,4.05
2620,Staten Island,Private room,5.68
55997,Manhattan,Entire home,6.49
14133,Manhattan,Private room,5.64
14237,Queens,Private room,6.49
35620,Bronx,Private room,1
75976,Staten Island,Entire home,5.69
82034,Staten Island,Private room,5.29
53654,Manhattan,Entire home,7.27
7460,Bronx,Shared room,1
49816,Manhattan,Entire home,5.08
65437,Manhattan,Shared room,1.25
30878,Brooklyn,Entire home,4.33
43056,Queens,Private room,1
80295,Manhattan,Entire home,5.62
98117,Bronx,Private room,7.12
50009,Manhattan,Private room,4.43
67426,Bronx,Entire home,6.31
69719,Staten Island,Entire home,6.16
8553,Brooklyn,Entire home,8.93
7626,Queens,Private room,2.94
67207,Bronx,Private room,7.18
17236,Manhattan,Entire home,1.79
63204,Staten Island,Private room,3.65
46121,Brooklyn,Private room,3.29
12847,Queens,Entire home,9.21
7507,Brooklyn,Private room,3.76
30012,Brooklyn,Private room,2.14
36269,Bronx,Private room,6.95
90417,Manhattan,Entire home,1
18342,Brooklyn,Private room,5.02
41037,Queens,Entire home,4.6
50345,Queens,Entire home,4.92
69241,Staten Island,Entire home,6.58
14410,Manhattan,Private room,1.49
50051,Staten Island,Private room,1
80829,Queens,Entire home,5.21
37239,Queens,Private room,3.96
35229,Queens,Entire home,2.66
8441,Staten Island,Entire home,4.3
42888,Brooklyn,Private room,1
35003,Bronx,Entire home,1
97564,Manhattan,Private room,7.18
45979,Brooklyn,Private room,3.38
84665,Bronx,Shared room,1.66
23280,Staten Island,Entire home,1.88
13793,Bronx,Entire home,4.25
24995,Queens,Private room,7.13
30131,Queens,Entire home,6.3
44426,Queens,Entire home,2.61
39541,Bronx,Private room,1
77490,Staten Island,Shared room,3.05
10334,Bronx,Private room,1
51026,Staten Island,Entire home,4.48
8086,Brooklyn,Entire home,5.29
75632,Bronx,Entire home,6.94
94804,Brooklyn,Private room,1
24176,Queens,Private room,3.72
1617,Bronx,Entire home,4.61
21766,Bronx,Private room,2.29
12539,Brooklyn,Private room,2.14
63573,Bronx,Entire home,2.61
70963,Brooklyn,Private room,7.51
70603,Brooklyn,Entire home,2.87
1540,Brooklyn,Entire home,6.05
14462,Bronx,Private room,2.29
41123,Brooklyn,Entire home,10.34
60759,Staten Island,Private room,4.88
45280,Bronx,Private room,5.33
65248,Queens,Private room,3.45
22611,Bronx,Entire home,5.66
28681,Manhattan,Private room,9.22
23149,Manhattan,Entire home,4.1
84928,Queens,Private room,3.05
82675,Manhattan,Private room,4.41
3587,Manhattan,Private room,3.78
55627,Bronx,Entire home,1.79
21070,Brooklyn,Private room,2.84
83616,Manhattan,Entire home,2.56
36386,Staten Island,Private room,1
18978,Bronx,Private room,6.02
16431,Queens,Entire home,6.94
14928,Bronx,Entire home,5.11
69569,Brooklyn,Entire home,6.36
54707,Queens,Entire home,1
91204,Bronx,Entire home,2.86
1358,Manhattan,Private room,6.67
88690,Bronx,Entire home,1.88
12807,Staten Island,Entire home,3.6
85454,Brooklyn,Entire home,1
39800,Queens,Entire home,5.75
6170,Queens,Entire home,5.41
89705,Queens,Entire home,8.14
7014,Manhattan,Private room,6.1
87947,Brooklyn,Entire home,9.41
36167,Manhattan,Entire home,1
45921,Brooklyn,Entire home,2.26
51556,Bronx,Private room,4.8
86045,Brooklyn,Entire home,4.21
21892,Manhattan,Entire home,3.68
78430,Bronx,Private room,2.95
50774,Queens,Private room,2.36
90714,Brooklyn,Entire home,1
58761,Manhattan,Entire home,4.89
86848,Queens,Entire home,6.56
98468,Staten Island,Private room,1.7
30358,Queens,Private room,2.45
57734,Brooklyn,Entire home,1.29
87993,Bronx,Entire home,6.94
81335,Manhattan,Entire home,1
21568,Staten Island,Private room,5.91
10812,Bronx,Entire home,1
44371,Queens,Entire home,5.11
53858,Brooklyn,Entire home,8.04
59220,Staten Island,Entire home,6.19
16559,Bronx,Private room,1.79
3329,Manhattan,Entire home,7.58
12913,Staten Island,Shared room,2.92
84563,Queens,Private room,1
60796,Queens,Entire home,3.11
8113,Brooklyn,Private room,1.82
79636,Bronx,Private room,6.47
48617,Bronx,Entire home,4.6
45742,Queens,Private room,2.09
39270,Staten Island,Private room,3.32
22516,Bronx,Entire home,3.77
94959,Bronx,Entire home,3.26
52497,Brooklyn,Entire home,3.47
25979,Queens,Entire home,1
89098,Staten Island,Entire home,7.43
60048,Bronx,Private room,4.54
66382,Manhattan,Private room,3.21
7366,Staten Island,Shared room,3.41
67628,Brooklyn,Private room,1.55
23760,Brooklyn,Entire home,2.63
43184,Staten Island,Private room,1.22
55875,Staten Island,Shared room,2.59
45939,Queens,Entire home,2.51
18481,Brooklyn,Entire home,3.22
40179,Staten Island,Private room,1
94306,Staten Island,Private room,4.35
39086,Queens,Shared room,4.5
18389,Brooklyn,Private room,2.9
16126,Queens,Private room,1.84
77389,Staten Island,Shared room,1.94
70979,Queens,Private room,1
56363,Manhattan,Private room,4.61
88851,Manhattan,Entire home,4.72
99328,Brooklyn,Shared room,2.16
9130,Queens,Entire home,3.21
71932,Manhattan,Entire home,1.19
89542,Staten Island,Private room,4.31
98309,Staten Island,Entire home,1
92242,Queens,Private room,3.26
7157,Bronx,Entire home,11.07
41980,Staten Island,Entire home,2.67
98474,Queens,Entire home,7.87
59073,Brooklyn,Shared room,1
93357,Queens,Private room,1
96015,Brooklyn,Entire home,3.52
24255,Manhattan,Entire home,5.88
50440,Manhattan,Entire home,7.16
73954,Queens,Entire home,2.84
44327,Bronx,Private room,2.73
21290,Manhattan,Entire home,4.14
82968,Staten Island,Private room,4.08
40472,Bronx,Private room,2.76
93757,Queens,Private room,3.26
25100,Staten Island,Entire home,1.91
71390,Bronx,Entire home,4.42
29992,Brooklyn,Private room,2.69
99652,Staten Island,Private room,4.96
74575,Manhattan,Entire home,3.45
85182,Staten Island,Shared room,3.42
32958,Manhattan,Private room,1.58
15860,Bronx,Entire home,9.52
95892,Queens,Entire home,1
68411,Staten Island,Entire home,4.05
6747,Queens,Private room,4.35
13577,Brooklyn,Shared room,4.19
71513,Staten Island,Entire home,7.91
28941,Bronx,Private room,4.69
27945,Staten Island,Private room,5.88
58047,Manhattan,Private room,1.23
21152,Manhattan,Entire home,3.97
8113,Brooklyn,Private room,4.25
74149,Manhattan,Private room,3.72
51860,Bronx,Private room,5.03
57757,Queens,Entire home,3.07
85072,Staten Island,Entire home,1.76
98773,Staten Island,Entire home,5.86
66907,Manhattan,Entire home,2.58
90899,Queens,Private room,2.6
50992,Bronx,Private room,7.98
5039,Bronx,Entire home,5.28
72529,Queens,Shared room,4.94
19884,Queens,Private room,6.56
96594,Queens,Shared room,1.13
2461,Staten Island,Private room,3.87
76067,Staten Island,Entire home,5.07
72765,Manhattan,Entire home,4.44
46069,Brooklyn,Entire home,1
85663,Staten Island,Entire home,5.9
34127,Brooklyn,Entire home,7.67
88946,Staten Island,Private room,6.26
72939,Bronx,Private room,1
10587,Queens,Private room,3.49
77099,Bronx,Shared room,3.49
47810,Brooklyn,Private room,3.66
10149,Brooklyn,Entire home,6.54
60067,Queens,Private room,2.59
75128,Staten Island,Entire home,7.61
42462,Bronx,Entire home,2.8
94349,Bronx,Entire home,8.55
48118,Brooklyn,Private room,2.38
59373,Queens,Private room,5.49
64828,Staten Island,Entire home,3.87
37780,Brooklyn,Private room,2.84
26746,Queens,Private room,1.24
3441,Staten Island,Private room,1.2
77269,Staten Island,Entire home,1
73298,Queens,Private room,1.17
71736,Bronx,Private room,4.69
78280,Queens,Entire home,6.51
66683,Staten Island,Entire home,4.26
32310,Staten Island,Private room,3.72
68388,Brooklyn,Entire home,7.12
87430,Brooklyn,Private room,7.9
64373,Queens,Entire home,4.63
35649,Queens,Entire home,2.69
88632,Brooklyn,Private room,4.01
60591,Manhattan,Entire home,2.11
86003,Queens,Entire home,7.97
36847,Queens,Private room,2.94
75732,Brooklyn,Entire home,2.1
11202,Staten Island,Entire home,6.8
30215,Staten Island,Entire home,5.44
64191,Staten Island,Entire home,2.4
19214,Bronx,Entire home,7.68
28723,Brooklyn,Entire home,6.17
48477,Staten Island,Private room,4.57
44283,Manhattan,Entire home,5.72
63759,Bronx,Entire home,7.0
3942,Brooklyn,Entire home,8.52
76168,Staten Island,Entire home,4.01
76008,Brooklyn,Entire home,3.99
34850,Brooklyn,Private room,1
84574,Manhattan,Private room,6.45
96417,Queens,Shared room,2.93
62789,Bronx,Entire home,7.84
54840,Staten Island,Entire home,1
82685,Staten Island,Entire home,2.38
95920,Queens,Shared room,2.03
50572,Bronx,Entire home,3.96
3170,Brooklyn,Private room,6.06
20603,Staten Island,Entire home,2.45
63373,Staten Island,Private room,5.27
99616,Manhattan,Entire home,2.36
87427,Brooklyn,Shared room,2.43
89940,Bronx,Private room,3.48
49546,Manhattan,Private room,1
64192,Bronx,Entire home,7.05
98175,Staten Island,Entire home,6.4
31475,Manhattan,Entire home,6.62
72267,Bronx,Entire home,8.62
1932,Staten Island,Private room,3.61
69126,Manhattan,Entire home,5.75
54588,Queens,Entire home,8.84
56846,Staten Island,Entire home,6.11
48925,Staten Island,Entire home,2.43
90208,Bronx,Private room,1
64238,Brooklyn,Entire home,6.77
73733,Bronx,Entire home,3.7
93470,Bronx,Private room,5.22
87413,Manhattan,Private room,1
22206,Manhattan,Entire home,5.78
53502,Queens,Private room,1.21
7822,Brooklyn,Entire home,2.01
84345,Manhattan,Private room,4.5
79675,Bronx,Entire home,1.97
35483,Brooklyn,Entire home,1.39
53513,Staten Island,Private room,1.47
38548,Staten Island,Entire home,4.73
65797,Bronx,Entire home,2.97
87099,Staten Island,Entire home,7.81
68608,Brooklyn,Private room,4.07
89345,Manhattan,Entire home,1
12382,Queens,Private room,1
47285,Bronx,Entire home,4.64
93225,Manhattan,Shared room,2.75
73036,Queens,Private room,1.04
46544,Queens,Entire home,3.3
26496,Bronx,Shared room,1.46
54363,Staten Island,Entire home,3.62
10487,Staten Island,Entire home,8.76
34776,Staten Island,Private room,2.32
76352,Queens,Private room,6.02
32886,Queens,Shared room,2.09
61142,Bronx,Private room,4.98
34792,Manhattan,Entire home,2.31
29885,Brooklyn,Private room,1.91
71208,Manhattan,Private room,4.48
35517,Brooklyn,Entire home,1.15
45825,Manhattan,Private room,5.47
24394,Bronx,Entire home,5.14
24957,Brooklyn,Entire home,7.7
27170,Brooklyn,Private room,4.45
27577,Brooklyn,Private room,2.52
47665,Brooklyn,Private room,4.09
87956,Bronx,Private room,4.05
71972,Manhattan,Private room,2.3
76303,Queens,Entire home,6.08
67995,Queens,Entire home,4.5
69909,Bronx,Entire home,3.19
71879,Manhattan,Private room,1.11
23911,Bronx,Shared room,3.91
92520,Staten Island,Entire home,4.36
28623,Bronx,Private room,3.21
43655,Queens,Private room,3.35
32082,Queens,Entire home,7.65
81358,Queens,Entire home,2.78
92843,Queens,Entire home,4.51
53506,Queens,Entire home,1
90916,Brooklyn,Private room,1.08
95478,Queens,Private room,1
26698,Brooklyn,Private room,2.16
97802,Brooklyn,Entire home,7.11
18625,Staten Island,Private room,3.63
42383,Bronx,Entire home,1.51
53219,Manhattan,Private room,2.51
8869,Brooklyn,Private room,1
59963,Queens,Entire home,5.02
48226,Staten Island,Private room,4.18
54970,Manhattan,Entire home,2.37
90074,Staten Island,Entire home,1.29
23877,Queens,Entire home,2.84
89236,Staten Island,Entire home,4.06
50947,Staten Island,Entire home,1
83799,Brooklyn,Private room,1
56288,Staten Island,Private room,1
10351,Manhattan,Entire home,4.8
39188,Queens,Private room,5.23
52833,Queens,Private room,4.41
99028,Staten Island,Private room,1
60020,Bronx,Entire home,5.29
31753,Queens,Shared room,1.89
92841,Manhattan,Entire home,3.61
63021,Staten Island,Entire home,5.18
53037,Staten Island,Private room,4.85
21352,Manhattan,Private room,4.28
52097,Queens,Entire home,4.29
17569,Brooklyn,Private room,1.34
23361,Manhattan,Entire home,1.04
63410,Bronx,Shared room,5.11
71855,Queens,Private room,6.72
71685,Brooklyn,Private room,7.16
60840,Staten Island,Entire home,2.53
46504,Bronx,Private room,1.6
12738,Bronx,Entire home,3.26
2383,Manhattan,Private room,4.11
18865,Queens,Entire home,1
65478,Bronx,Entire home,3.67
57418,Queens,Private room,4.23
25716,Bronx,Private room,1.09
58292,Bronx,Entire home,3.71
50592,Brooklyn,Entire home,1
56343,Brooklyn,Private room,4.35
91954,Queens,Entire home,1.22
98376,Staten Island,Private room,1
24908,Brooklyn,Entire home,7.05
84478,Bronx,Private room,3.11
25613,Queens,Entire home,7.96
7505,Staten Island,Entire home,6.5
17389,Bronx,Private room,3.22
31514,Manhattan,Entire home,2.21
41838,Bronx,Shared room,2.56
61776,Manhattan,Entire home,7.91
8345,Queens,Private room,1
10356,Staten Island,Entire home,6.2
51014,Manhattan,Entire home,8.99
94674,Brooklyn,Entire home,6.36
5392,Brooklyn,Entire home,4.2
13315,Staten Island,Private room,4.01
41908,Queens,Entire home,6.9
96451,Manhattan,Private room,2.53
64075,Queens,Entire home,4.11
7827,Brooklyn,Shared room,2.64
2974,Brooklyn,Private room,5.63
77637,Manhattan,Entire home,4.79
77162,Bronx,Private room,8.76
21315,Queens,Private room,3.52
90908,Staten Island,Entire home,7.44
82937,Manhattan,Entire home,2.11
15076,Brooklyn,Entire home,1.44
42515,Staten Island,Private room,3.65
58503,Brooklyn,Entire home,1
50514,Queens,Private room,3.5
93618,Bronx,Private room,4.07
72137,Bronx,Entire home,5.4
96997,Bronx,Entire home,6.63
79470,Staten Island,Entire home,1.82
35517,Staten Island,Entire home,3.97
1094,Staten Island,Entire home,4.69
48720,Staten Island,Entire home,4.95
95503,Manhattan,Private room,1.58
69690,Bronx,Private room,3.02
21202,Staten Island,Entire home,2.64
13616,Staten Island,Private room,4.45
6737,Brooklyn,Entire home,5.67
26115,Manhattan,Entire home,4.73
85115,Bronx,Private room,1
34546,Manhattan,Entire home,3.87
80423,Manhattan,Entire home,7.71
11480,Bronx,Private room,2.11
8956,Queens,Private room,5.42
49374,Manhattan,Private room,2.72
35840,Staten Island,Entire home,6.42
29298,Staten Island,Entire home,5.41
96049,Brooklyn,Private room,4.41
33605,Staten Island,Private room,5.77
24448,Staten Island,Private room,2.69
84705,Staten Island,Entire home,5.1
61125,Bronx,Private room,4.13
53632,Staten Island,Entire home,5.87
21732,Staten Island,Shared room,1.19
42307,Staten Island,Shared room,2.99
43553,Queens,Entire home,1.37
43395,Staten Island,Entire home,1.03
72516,Brooklyn,Entire home,1
48187,Bronx,Entire home,3.22
53047,Manhattan,Private room,6.18
68844,Brooklyn,Shared room,2.28
40562,Manhattan,Entire home,5.36
3844,Queens,Shared room,5.41
68013,Staten Island,Private room,2.7
61341,Queens,Entire home,4.02
35732,Queens,Private room,3.5
40361,Manhattan,Private room,5.04
75588,Brooklyn,Private room,2.91
23662,Bronx,Private room,1
91386,Staten Island,Private room,5.87
5898,Staten Island,Entire home,6.52
8329,Queens,Entire home,5.56
16799,Brooklyn,Private room,1.61
79944,Manhattan,Private room,3.05
69731,Manhattan,Entire home,3.88
75044,Brooklyn,Entire home,4.04
89294,Bronx,Shared room,1.68
99676,Staten Island,Private room,5.3
52684,Brooklyn,Entire home,5.93
11819,Bronx,Private room,5.42
12151,Bronx,Private room,4.12
92471,Brooklyn,Private room,2.18
52815,Staten Island,Entire home,4.7
81739,Staten Island,Entire home,8.4
43390,Staten Island,Entire home,6.38
89047,Bronx,Entire home,3.23
78840,Manhattan,Private room,4.93
23184,Queens,Private room,5.66
20112,Bronx,Entire home,4.33
31603,Brooklyn,Private room,5.3
