listing_id,arrondissement,room_type,stay_nights
98857,12e,Entire home,2.07
33885,6e,Entire home,7.7
82762,11e,Entire home,6.38
89438,17e,Entire home,12.84
72770,6e,Entire home,2.32
75870,1e,Entire home,1
21673,5e,Entire home,3.88
28280,17e,Private room,5.85
5410,19e,Private room,3.87
76632,17e,Private room,3.73
74639,20e,Entire home,4.48
21548,2e,Entire home,7.72
97589,9e,Private room,3.11
74757,16e,Private room,5.96
75397,13e,Private room,1
49224,19e,Entire home,10.19
37568,4e,Private room,7.58
70271,3e,Entire home,3.6
86029,10e,Entire home,1.73
42274,9e,Entire home,7.22
16678,5e,Entire home,1
1172,18e,Entire home,6.83
77421,13e,Entire home,7.37
63670,13e,Shared room,3.98
88392,18e,Private room,1
19768,8e,Entire home,7.91
99774,6e,Entire home,5.92
11501,4e,Entire home,5.63
47988,20e,Entire home,3.35
77309,3e,Entire home,7.84
85882,9e,Entire home,3.54
45017,14e,Private room,4.18
96805,15e,Entire home,3.71
84293,13e,Private room,5.4
23718,6e,Private room,3.88
81459,20e,Private room,1
4988,10e,Entire home,6.27
33336,8e,Entire home,2.93
87032,18e,Entire home,8.54
97134,14e,Entire home,11.4
77932,6e,Private room,7.29
60106,4e,Private room,7.96
36880,19e,Entire home,15.03
53488,19e,Private room,7.81
46269,20e,Entire home,7.19
80330,14e,Private room,1
21823,18e,Entire home,5.41
22486,6e,Entire home,5.67
71075,16e,Entire home,6.84
70120,19e,Shared room,4.45
69433,15e,Entire home,7.4
50299,8e,Entire home,8.04
57501,7e,Entire home,9.18
50920,4e,Private room,5.16
91297,10e,Shared room,3.48
59197,11e,Entire home,12.17
18908,18e,Entire home,4.52
63365,10e,Entire home,1
26609,8e,Entire home,1.91
73610,2e,Private room,9.38
58392,8e,Entire home,8.19
11515,8e,Entire home,9.57
59333,15e,Private room,6.39
82725,14e,Entire home,6.73
85580,11e,Private room,4.31
82746,6e,Entire home,5.68
80182,12e,Private room,8.02
7176,6e,Private room,8.58
63980,3e,Shared room,1.48
54070,9e,Entire home,5.66
5174,17e,Entire home,6.31
47020,10e,Entire home,9.34
85473,11e,Private room,1
59512,18e,Entire home,3.17
79076,1e,Entire home,11.28
94576,19e,Private room,2.59
77226,19e,Entire home,2.06
61083,2e,Entire home,1.9
46851,8e,Entire home,4.47
88602,11e,Private room,4.74
19295,19e,Entire home,5.05
58378,8e,Entire home,3.96
54478,2e,Entire home,4.63
84769,10e,Private room,9.4
47732,14e,Entire home,9.03
55947,5e,Entire home,6.38
25151,4e,Entire home,8.49
23189,2e,Private room,3.79
20245,1e,Entire home,10.31
32068,9e,Private room,1.6
59704,12e,Entire home,10.04
69146,20e,Entire home,5.28
43378,1e,Private room,8.74
6132,7e,Private room,7.11
84770,17e,Entire home,2.76
90763,19e,Entire home,5.75
56809,8e,Entire home,5.65
62849,11e,Private room,5.15
65006,19e,Entire home,9.17
65318,20e,Private room,3.06
23402,6e,Private room,6.73
39929,4e,Entire home,9.55
75578,1e,Entire home,7.61
69151,20e,Private room,2.15
68730,13e,Private room,1
6060,18e,Entire home,1
9187,4e,Shared room,1
40919,7e,Shared room,3.8
30032,16e,Private room,4.2
21877,10e,Entire home,11.1
39022,7e,Private room,6.01
26388,17e,Entire home,11.82
74542,12e,Entire home,4.79
10925,3e,Entire home,1
66037,13e,Entire home,6.56
4277,19e,Private room,8.23
18461,15e,Entire home,11.35
69045,14e,Entire home,3.49
66606,6e,Entire home,5.77
43054,12e,Entire home,8.7
90415,15e,Private room,6.67
35046,17e,Private room,7.49
76005,5e,Entire home,7.84
60492,1e,Private room,8.49
81451,8e,Entire home,8.35
42396,20e,Private room,9.96
30150,6e,Entire home,4.18
1467,8e,Private room,6.07
17348,4e,Entire home,5.59
70266,19e,Entire home,8.72
67458,9e,Entire home,6.27
51058,12e,Entire home,6.7
34557,20e,Private room,3.53
8784,20e,Entire home,5.02
83405,17e,Entire home,5.03
97668,5e,Entire home,15.46
26675,15e,Private room,5.8
64583,8e,Entire home,5.42
46365,19e,Entire home,9.93
20682,11e,Entire home,6.53
72327,12e,Private room,8.19
15288,1e,Entire home,6.82
76418,9e,Private room,8.83
57980,5e,Entire home,5.77
38367,8e,Entire home,1.45
61423,18e,Entire home,11.51
93174,16e,Shared room,1.88
5420,12e,Shared room,3.23
58480,13e,Entire home,1.32
98031,18e,Entire home,8.59
42070,14e,Entire home,5.77
47347,2e,Entire home,4.38
30745,16e,Entire home,10.26
44442,14e,Shared room,4.62
59138,16e,Entire home,5.92
37092,19e,Private room,4.71
5578,11e,Entire home,11.34
34766,17e,Entire home,13.49
13378,19e,Entire home,4.32
51928,5e,Entire home,3.2
35692,19e,Entire home,9.36
86120,10e,Private room,2.81
19644,3e,Entire home,5.57
20253,3e,Entire home,8.08
3366,5e,Entire home,5.6
2397,18e,Private room,3.94
38699,7e,Entire home,4.1
18421,1e,Entire home,5.68
1718,9e,Private room,2.22
87465,18e,Entire home,4.61
63105,18e,Private room,2.1
30185,15e,Entire home,5.15
97743,5e,Private room,8.64
64448,4e,Private room,8.61
48963,20e,Entire home,8.12
92128,11e,Private room,4.84
97872,4e,Private room,2.54
85520,18e,Entire home,8.25
28971,13e,Entire home,5.91
7152,12e,Private room,9.28
67825,7e,Private room,7.93
1291,1e,Entire home,2.91
67347,16e,Private room,5.55
62163,6e,Entire home,12.44
88501,6e,Shared room,2.01
18789,9e,Private room,3.74
61887,20e,Entire home,8.1
34962,13e,Entire home,1
53384,8e,Private room,6.91
89522,17e,Entire home,4.03
94455,7e,Entire home,1
49824,18e,Entire home,6.87
23937,3e,Entire home,6.05
43197,2e,Private room,5.26
38497,15e,Entire home,6.09
38427,18e,Entire home,12.9
42752,4e,Private room,5.69
58977,7e,Private room,4.11
67445,6e,Private room,3.78
53091,10e,Private room,2.52
69295,11e,Entire home,8.84
56001,20e,Entire home,5.29
72891,11e,Entire home,5.81
63235,3e,Private room,10.35
79700,9e,Entire home,4.55
96130,12e,Entire home,11.84
50914,12e,Entire home,8.93
85382,7e,Entire home,9.06
4896,1e,Entire home,7.99
78802,14e,Private room,3.41
22110,4e,Entire home,7.48
7213,9e,Private room,6.73
48327,18e,Entire home,10.55
52791,20e,Private room,11.22
26338,5e,Entire home,2.46
34559,13e,Entire home,5.88
84096,4e,Private room,1
72231,4e,Entire home,5.1
87815,4e,Entire home,4.73
90880,17e,Entire home,7.96
73564,5e,Shared room,5.41
49144,17e,Entire home,9.34
33638,6e,Private room,1
12374,8e,Shared room,4.03
65867,5e,Entire home,1
47066,11e,Private room,6.35
45646,16e,Entire home,10.61
54869,17e,Entire home,7.29
45964,18e,Private room,2.39
46986,4e,Private room,14.67
86166,20e,Private room,9.29
2247,20e,Entire home,8.19
71765,9e,Entire home,7.19
5454,18e,Private room,3.94
22575,15e,Entire home,6.1
75213,3e,Entire home,2.76
8284,16e,Private room,2.61
20841,16e,Entire home,1.55
23840,19e,Entire home,2.39
22418,19e,Private room,4.7
63125,5e,Entire home,5.43
12443,14e,Private room,4.0
20649,4e,Private room,1
99350,13e,Entire home,6.17
34309,11e,Private room,4.82
21375,3e,Entire home,7.8
2407,13e,Entire home,6.92
89072,10e,Private room,9.07
11706,16e,Entire home,12.44
78892,5e,Entire home,7.12
53775,15e,Entire home,1
30744,16e,Entire home,7.63
65783,16e,Shared room,5.53
94953,9e,Private room,2.97
27156,5e,Entire home,1
53439,16e,Entire home,6.24
53946,19e,Entire home,2.01
29368,10e,Entire home,2.98
80944,20e,Entire home,4.2
29191,9e,Entire home,7.02
12558,11e,Entire home,2.43
4434,16e,Entire home,3.57
47348,7e,Private room,9.78
12725,11e,Private room,4.49
70025,7e,Private room,5.46
45220,10e,Entire home,4.8
79706,18e,Entire home,7.36
13021,8e,Shared room,2.52
91277,17e,Entire home,4.48
87362,12e,Entire home,9.1
9066,1e,Entire home,2.21
65179,1e,Entire home,1
95513,9e,Entire home,6.32
8494,16e,Entire home,1
3849,19e,Entire home,4.22
77644,11e,Shared room,5.49
53491,1e,Private room,4.05
7205,3e,Entire home,8.21
87266,19e,Entire home,3.97
25979,8e,Entire home,5.04
45883,9e,Private room,8.56
70563,13e,Entire home,10.69
20440,20e,Private room,9.63
31614,13e,Entire home,8.82
97340,6e,Private room,4.01
13263,13e,Private room,5.78
4168,15e,Entire home,9.68
24671,5e,Private room,8.97
16771,15e,Private room,12.52
70594,20e,Entire home,6.13
56885,13e,Private room,4.78
91666,11e,Entire home,7.71
70169,5e,Entire home,3.98
90185,15e,Entire home,8.2
92510,15e,Entire home,6.26
95521,6e,Entire home,7.83
26844,10e,Entire home,1
76048,8e,Entire home,7.82
89752,14e,Entire home,1.16
14019,7e,Entire home,4.92
22841,20e,Entire home,2.48
97458,8e,Entire home,8.22
50496,2e,Entire home,9.9
7754,5e,Entire home,6.66
11931,2e,Private room,1
24959,18e,Entire home,6.15
20562,19e,Entire home,1
85815,20e,Private room,3.96
34952,15e,Private room,3.87
52544,10e,Entire home,4.0
27044,8e,Private room,1.25
36298,12e,Private room,5.19
6930,7e,Private room,1.54
27856,7e,Private room,5.98
92719,5e,Private room,7.37
44787,14e,Entire home,8.05
43880,7e,Private room,8.36
95552,15e,Entire home,8.0
52015,18e,Entire home,2.42
2909,11e,Entire home,10.81
64766,9e,Entire home,8.79
15900,2e,Entire home,9.34
38978,20e,Private room,6.49
54597,17e,Entire home,7.63
11882,7e,Private room,4.81
30528,14e,Entire home,9.44
40682,7e,Shared room,4.89
47535,10e,Private room,3.71
77947,17e,Entire home,11.39
8607,20e,Entire home,10.82
52237,16e,Private room,9.06
77656,18e,Shared room,1
86287,12e,Private room,6.27
41431,17e,Entire home,12.24
41186,17e,Entire home,2.51
85642,16e,Entire home,6.09
10669,16e,Private room,4.18
93468,18e,Shared room,1.38
38765,15e,Entire home,7.44
37635,16e,Entire home,12.48
12050,16e,Private room,6.02
91771,18e,Entire home,5.55
93064,20e,Shared room,3.34
58170,16e,Entire home,7.62
39753,18e,Entire home,5.47
18904,14e,Entire home,3.74
53445,12e,Private room,8.7
67122,1e,Private room,5.02
99146,3e,Entire home,4.89
54830,16e,Entire home,1.02
50318,5e,Shared room,7.28
39425,5e,Entire home,8.34
15546,2e,Entire home,6.01
31781,13e,Entire home,8.63
66904,11e,Entire home,7.85
36891,16e,Private room,12.13
81928,8e,Private room,9.23
1881,10e,Entire home,6.27
36776,5e,Entire home,9.01
55169,11e,Private room,4.82
16505,17e,Entire home,4.67
81761,17e,Shared room,5.43
75027,17e,Entire home,5.13
55544,17e,Shared room,1
59231,6e,Entire home,8.5
43727,3e,Private room,1
43175,15e,Entire home,9.57
94490,2e,Entire home,10.76
86785,15e,Private room,5.63
80885,15e,Entire home,1
39312,7e,Entire home,6.0
85958,5e,Entire home,6.85
85313,16e,Entire home,9.55
19349,6e,Entire home,3.28
55911,11e,Entire home,12.03
38922,18e,Entire home,11.54
5425,9e,Private room,7.68
2431,3e,Entire home,7.39
78327,1e,Entire home,9.34
72804,11e,Private room,9.22
74518,6e,Entire home,15.46
10259,19e,Entire home,7.8
35553,7e,Entire home,7.7
47697,10e,Entire home,11.55
69844,18e,Private room,8.39
60856,6e,Entire home,12.8
3416,13e,Shared room,3.99
58234,10e,Entire home,4.46
54417,11e,Private room,2.8
95969,4e,Private room,1.29
56842,5e,Entire home,7.03
11421,16e,Private room,9.4
99003,8e,Entire home,7.93
53777,8e,Entire home,5.32
79354,18e,Private room,2.35
18401,11e,Private room,5.58
62207,16e,Private room,2.47
85414,11e,Entire home,3.46
58561,13e,Entire home,4.69
70702,18e,Entire home,5.9
27650,19e,Entire home,9.54
44392,3e,Entire home,10.23
64336,17e,Private room,7.69
75188,17e,Entire home,6.88
25070,12e,Entire home,8.13
63064,13e,Entire home,5.53
10282,10e,Private room,9.25
85318,18e,Shared room,7.14
3914,17e,Private room,1
5638,3e,Entire home,9.65
37167,19e,Entire home,8.93
40320,10e,Entire home,8.4
26142,6e,Entire home,8.18
25399,14e,Private room,8.34
46311,1e,Entire home,3.38
7776,14e,Private room,5.76
23689,1e,Private room,1.98
92057,4e,Private room,2.67
47996,7e,Entire home,4.24
18276,3e,Entire home,13.85
96486,13e,Shared room,4.53
46838,9e,Private room,5.9
80329,5e,Entire home,4.9
98091,18e,Private room,5.05
90543,11e,Shared room,4.18
94843,13e,Entire home,8.37
61378,14e,Entire home,9.29
64276,10e,Entire home,3.35
50271,20e,Entire home,4.59
70751,9e,Private room,9.2
70335,11e,Private room,8.79
33365,8e,Entire home,4.36
17180,12e,Entire home,7.9
56411,19e,Private room,8.35
35915,11e,Private room,1
27275,6e,Private room,2.89
4032,14e,Private room,8.03
50967,13e,Entire home,11.85
84209,7e,Entire home,8.79
85453,10e,Private room,4.42
64579,18e,Entire home,6.67
58394,2e,Entire home,2.64
92881,9e,Private room,10.22
17096,15e,Entire home,3.19
26349,5e,Private room,2.98
99086,3e,Private room,6.11
93404,5e,Private room,6.56
35909,7e,Entire home,1
92793,16e,Entire home,6.21
20085,19e,Entire home,8.24
93044,18e,Entire home,6.3
90512,4e,Entire home,7.46
95094,12e,Private room,1.26
84404,7e,Shared room,1.37
27567,14e,Entire home,7.89
14998,10e,Private room,5.38
62663,3e,Private room,6.06
69558,12e,Private room,4.13
84373,12e,Entire home,11.59
43140,11e,Entire home,5.87
69817,18e,Entire home,10.07
85955,1e,Private room,1
90905,13e,Entire home,1
77957,5e,Entire home,7.47
82904,18e,Entire home,13.46
78569,14e,Shared room,2.77
30828,19e,Private room,9.77
26167,6e,Entire home,3.89
91926,16e,Entire home,4.44
95918,8e,Shared room,1.76
9041,11e,Entire home,6.7
88990,2e,Entire home,6.15
50778,5e,Entire home,7.28
87508,14e,Entire home,4.39
80100,16e,Shared room,1.84
61232,6e,Entire home,10.09
62694,10e,Private room,5.44
11285,11e,Private room,1.67
65411,14e,Private room,4.7
54615,16e,Private room,6.91
39826,17e,Entire home,2.44
52150,6e,Entire home,7.55
97482,11e,Private room,4.71
96507,14e,Entire home,6.79
75721,1e,Shared room,3.56
86003,4e,Private room,5.45
11592,8e,Entire home,12.22
63285,14e,Private room,9.64
61353,10e,Entire home,1
13763,7e,Private room,4.22
68904,14e,Private room,1.42
38601,15e,Entire home,1
19971,3e,Entire home,6.35
89591,17e,Entire home,10.97
64305,4e,Private room,4.6
50400,6e,Entire home,4.92
69126,15e,Private room,1
67150,9e,Entire home,3.28
20209,20e,Private room,4.23
63780,13e,Private room,8.0
77538,6e,Entire home,2.03
25884,8e,Shared room,1.64
88568,7e,Entire home,9.33
3463,11e,Private room,5.1
45633,17e,Private room,7.56
92563,12e,Private room,7.93
14494,3e,Entire home,14.29
82575,6e,Entire home,7.03
99837,6e,Private room,4.49
24932,17e,Entire home,5.96
5696,7e,Private room,7.4
72243,19e,Entire home,6.44
73811,9e,Private room,7.38
61461,3e,Private room,5.04
52950,20e,Entire home,10.54
62748,15e,Private room,3.52
40468,2e,Shared room,1.95
5507,6e,Private room,10.28
5085,8e,Entire home,5.99
66858,14e,Entire home,3.25
39938,20e,Entire home,5.37
74489,14e,Entire home,2.3
37898,16e,Entire home,3.36
82114,11e,Entire home,7.13
85669,9e,Entire home,10.27
54717,20e,Entire home,6.49
4246,18e,Entire home,1.79
31801,6e,Entire home,5.92
25149,16e,Entire home,8.95
85947,18e,Private room,1.13
94161,17e,Private room,10.84
35002,3e,Private room,7.32
57791,16e,Entire home,3.23
83500,9e,Entire home,3.29
90962,6e,Entire home,16.51
17882,8e,Private room,6.73
46149,17e,Entire home,10.25
45059,11e,Private room,6.28
62795,7e,Entire home,13.83
67679,7e,Private room,6.79
74292,20e,Entire home,8.68
91259,17e,Shared room,3.18
8141,1e,Entire home,9.17
18658,20e,Entire home,8.89
59450,20e,Entire home,9.46
55720,6e,Entire home,9.71
27095,19e,Private room,11.05
65559,17e,Entire home,4.96
81945,12e,Private room,6.11
57936,14e,Entire home,12.84
71256,8e,Private room,1
39972,7e,Private room,1
32343,1e,Entire home,8.19
50269,18e,Entire home,8.69
36645,12e,Entire home,2.66
36537,19e,Entire home,10.39
45086,13e,Shared room,3.87
8948,18e,Private room,6.2
63763,7e,Private room,4.3
65556,16e,Entire home,4.65
90437,2e,Private room,5.04
62614,3e,Entire home,8.9
74759,19e,Entire home,4.56
48642,19e,Entire home,3.86
55125,17e,Entire home,4.07
43476,16e,Entire home,8.41
68940,8e,Private room,5.88
50877,8e,Private room,1.77
1336,3e,Private room,6.41
62606,11e,Entire home,4.06
20429,12e,Private room,1.31
46867,16e,Shared room,4.81
41575,18e,Entire home,4.43
97706,10e,Entire home,8.31
79062,19e,Private room,10.62
18331,2e,Private room,9.28
3089,17e,Private room,3.5
76866,5e,Entire home,5.15
18343,5e,Private room,4.03
38215,20e,Private room,5.43
99878,16e,Private room,3.94
98578,18e,Private room,11.25
62359,9e,Entire home,7.62
50166,9e,Private room,4.46
69883,2e,Private room,1
44157,18e,Entire home,8.6
55871,17e,Private room,2.16
79875,16e,Entire home,3.43
16159,18e,Private room,5.08
96623,11e,Entire home,6.06
44450,11e,Shared room,4.03
81184,15e,Entire home,9.91
54822,2e,Entire home,1.3
53853,17e,Entire home,5.13
65655,16e,Entire home,12.15
1455,12e,Private room,5.08
75242,19e,Entire home,9.42
76670,9e,Entire home,7.64
70738,6e,Entire home,7.12
92643,1e,Private room,3.08
16337,11e,Shared room,5.83
23921,13e,Private room,5.01
89958,9e,Entire home,5.04
15721,16e,Private room,3.67
18156,7e,Private room,9.24
60257,17e,Entire home,1
20710,10e,Entire home,18.25
55964,14e,Entire home,5.14
78983,13e,Entire home,2.76
54292,12e,Entire home,6.89
88355,16e,Private room,4.59
74271,7e,Entire home,1.54
22527,11e,Private room,5.32
70054,3e,Entire home,7.27
64975,15e,Shared room,3.42
40841,17e,Entire home,5.47
95883,4e,Entire home,5.88
96371,2e,Entire home,4.0
21238,5e,Entire home,5.69
3243,20e,Entire home,11.09
7623,7e,Entire home,4.67
94775,6e,Entire home,7.66
92857,11e,Entire home,1.99
87986,2e,Private room,1
20094,10e,Entire home,14.17
63534,16e,Entire home,3.8
26731,5e,Entire home,10.32
26156,18e,Entire home,5.35
2237,19e,Entire home,12.14
96099,19e,Entire home,2.57
69543,20e,Entire home,10.66
1229,18e,Entire home,5.44
21894,4e,Private room,11.11
67890,3e,Shared room,5.99
52631,20e,Shared room,1.28
6633,11e,Entire home,7.35
91361,6e,Private room,4.19
67424,5e,Entire home,1
83331,5e,Entire home,8.28
84375,17e,Private room,4.43
90651,11e,Entire home,7.45
57930,4e,Entire home,2.56
73660,20e,Private room,3.4
95108,17e,Entire home,1.53
5336,6e,Entire home,2.06
67502,10e,Entire home,14.62
14234,5e,Private room,6.61
35194,20e,Entire home,13.88
22420,5e,Entire home,3.29
63827,16e,Private room,4.06
66855,8e,Entire home,6.17
95246,12e,Private room,5.71
59921,17e,Private room,4.64
6020,2e,Shared room,1.49
29576,7e,Entire home,4.09
2207,7e,Private room,11.92
39931,14e,Entire home,4.94
45728,2e,Entire home,13.62
47262,10e,Entire home,2.52
69356,11e,Entire home,10.64
48474,2e,Entire home,1
41484,16e,Entire home,4.69
85236,2e,Entire home,7.72
21001,12e,Shared room,5.01
40401,12e,Private room,7.51
